District,Mandal,Date,rainfall,temp_min,temp_max,Year
Siddipet,Mirdoddi,24-May-23,0,25.1,38.3,2023
Siddipet,Mirdoddi,25-May-23,0,27.2,40.4,2023
Siddipet,Mirdoddi,26-May-23,0,25.6,37.8,2023
Siddipet,Mirdoddi,27-May-23,0,24.8,37.1,2023
Siddipet,Mirdoddi,28-May-23,0,23.2,38.4,2023
Siddipet,Mirdoddi,29-May-23,0,24.4,38.7,2023
Siddipet,Mirdoddi,30-May-23,0,23.5,38.9,2023
Siddipet,Mirdoddi,31-May-23,0,23,33.9,2023
Siddipet,Mirdoddi,01-Jun-23,0,23.4,37.9,2023
Siddipet,Mirdoddi,02-Jun-23,0,26.2,39.5,2023
Siddipet,Mirdoddi,03-Jun-23,0,25.6,41.9,2023
Siddipet,Mirdoddi,04-Jun-23,0,28.7,39.9,2023
Siddipet,Mirdoddi,05-Jun-23,8.3,22.2,39.2,2023
Siddipet,Mirdoddi,06-Jun-23,0,23.8,37.2,2023
Siddipet,Mirdoddi,07-Jun-23,0,26.9,39.3,2023
Siddipet,Mirdoddi,08-Jun-23,0,26.5,39.1,2023
Siddipet,Mirdoddi,09-Jun-23,0,28,39.3,2023
Siddipet,Mirdoddi,10-Jun-23,0,27.7,39.1,2023
Siddipet,Mirdoddi,11-Jun-23,0,26.7,38.2,2023
Siddipet,Mirdoddi,12-Jun-23,0,27.3,36.8,2023
Siddipet,Mirdoddi,13-Jun-23,0,27.4,38.1,2023
Siddipet,Mirdoddi,14-Jun-23,0,27.7,38.9,2023
Siddipet,Mirdoddi,15-Jun-23,0,27.2,38,2023
Siddipet,Mirdoddi,16-Jun-23,0,27.6,38.1,2023
Siddipet,Mirdoddi,17-Jun-23,0,27.8,38.7,2023
Siddipet,Mirdoddi,18-Jun-23,0,28.6,38.4,2023
Siddipet,Mirdoddi,19-Jun-23,0,28.7,37.7,2023
Siddipet,Mirdoddi,20-Jun-23,0,26.3,37.5,2023
Siddipet,Mirdoddi,21-Jun-23,0,27.1,36.9,2023
Siddipet,Mirdoddi,22-Jun-23,7.7,24,36.3,2023
Siddipet,Mirdoddi,23-Jun-23,0,24.4,35,2023
Siddipet,Mirdoddi,24-Jun-23,2.6,24.6,32.2,2023
Siddipet,Mirdoddi,25-Jun-23,5.5,23.2,31,2023
Siddipet,Mirdoddi,26-Jun-23,35.5,22.9,29.7,2023
Siddipet,Mirdoddi,27-Jun-23,0,23.7,29,2023
Siddipet,Mirdoddi,28-Jun-23,12.1,23.2,29.8,2023
Siddipet,Mirdoddi,29-Jun-23,11.9,23.3,30.3,2023
Siddipet,Mirdoddi,30-Jun-23,0.4,24.1,30.6,2023
Siddipet,Mirdoddi,01-Jul-23,0,24.3,32.4,2023
Siddipet,Mirdoddi,02-Jul-23,3.4,23.4,33.3,2023
Siddipet,Mirdoddi,03-Jul-23,0.8,23.8,32.7,2023
Siddipet,Mirdoddi,04-Jul-23,0,25.4,32.8,2023
Siddipet,Mirdoddi,05-Jul-23,128.5,22.7,33.8,2023
Siddipet,Mirdoddi,06-Jul-23,0,24.3,31.2,2023
Siddipet,Mirdoddi,07-Jul-23,0,23.4,30.9,2023
Siddipet,Mirdoddi,08-Jul-23,0,24.2,31.5,2023
Siddipet,Mirdoddi,09-Jul-23,19.5,23.4,31,2023
Siddipet,Mirdoddi,10-Jul-23,0,25.1,31.3,2023
Siddipet,Mirdoddi,11-Jul-23,1.4,24,32.6,2023
Siddipet,Mirdoddi,12-Jul-23,0.5,21.8,27.4,2023
Siddipet,Mirdoddi,13-Jul-23,21.2,22.9,29.3,2023
Siddipet,Mirdoddi,14-Jul-23,0,23.6,32.8,2023
Siddipet,Mirdoddi,15-Jul-23,0,24,32,2023
Siddipet,Mirdoddi,16-Jul-23,0.9,22.7,28.5,2023
Siddipet,Mirdoddi,17-Jul-23,1.8,22.2,28.7,2023
Siddipet,Mirdoddi,18-Jul-23,20.5,22.5,27.7,2023
Siddipet,Mirdoddi,19-Jul-23,66.5,22.4,24.3,2023
Siddipet,Mirdoddi,20-Jul-23,95.4,21.5,23.4,2023
Siddipet,Mirdoddi,21-Jul-23,52.6,22.1,22.8,2023
Siddipet,Mirdoddi,22-Jul-23,5.7,22.5,24,2023
Siddipet,Mirdoddi,23-Jul-23,3.8,23.2,27,2023
Siddipet,Mirdoddi,24-Jul-23,3.2,22.6,29.7,2023
Siddipet,Mirdoddi,25-Jul-23,17.5,22.9,28.7,2023
Siddipet,Mirdoddi,26-Jul-23,14.8,23.1,25.9,2023
Siddipet,Mirdoddi,27-Jul-23,101,22.5,25,2023
Siddipet,Mirdoddi,28-Jul-23,33.8,22.4,24.5,2023
Siddipet,Mirdoddi,29-Jul-23,0,23.6,27.3,2023
Siddipet,Mirdoddi,30-Jul-23,0.8,23.7,28.9,2023
Siddipet,Mirdoddi,31-Jul-23,1.7,23.7,29.3,2023
Siddipet,Mirdoddi,01-Aug-23,3.5,23,29.4,2023
Siddipet,Mirdoddi,02-Aug-23,0,24.2,29,2023
Siddipet,Mirdoddi,03-Aug-23,0,24.3,28.7,2023
Siddipet,Mirdoddi,04-Aug-23,0,23.5,27.1,2023
Siddipet,Mirdoddi,05-Aug-23,0,23.9,31,2023
Siddipet,Mirdoddi,06-Aug-23,0,24.3,31.3,2023
Siddipet,Mirdoddi,07-Aug-23,0,23.9,31.4,2023
Siddipet,Mirdoddi,08-Aug-23,0,23.3,29.6,2023
Siddipet,Mirdoddi,09-Aug-23,0,23.5,30.6,2023
Siddipet,Mirdoddi,10-Aug-23,0,23.9,29.9,2023
Siddipet,Mirdoddi,11-Aug-23,0,23.8,31.4,2023
Siddipet,Mirdoddi,12-Aug-23,0,23.7,31.7,2023
Siddipet,Mirdoddi,13-Aug-23,0.3,24.4,29.7,2023
Siddipet,Mirdoddi,14-Aug-23,0.6,23,32.6,2023
Siddipet,Mirdoddi,15-Aug-23,0,23.5,31,2023
Siddipet,Mirdoddi,16-Aug-23,0,24.7,30.7,2023
Siddipet,Mirdoddi,17-Aug-23,0.3,24.2,29.5,2023
Siddipet,Mirdoddi,18-Aug-23,0,24.5,29.9,2023
Siddipet,Mirdoddi,19-Aug-23,12.8,21.6,26.2,2023
Siddipet,Mirdoddi,20-Aug-23,7.1,21.6,24.3,2023
Siddipet,Mirdoddi,21-Aug-23,0,23.6,28.6,2023
Siddipet,Mirdoddi,22-Aug-23,0,24,30.2,2023
Siddipet,Mirdoddi,23-Aug-23,0,23.8,32.1,2023
Siddipet,Mirdoddi,24-Aug-23,0,23.7,30.8,2023
Siddipet,Mirdoddi,25-Aug-23,0,23.7,29.2,2023
Siddipet,Mirdoddi,26-Aug-23,1.3,23.5,31.9,2023
Siddipet,Mirdoddi,27-Aug-23,0,23.4,31.4,2023
Siddipet,Mirdoddi,28-Aug-23,0,23.2,31.8,2023
Siddipet,Mirdoddi,29-Aug-23,0,21.7,30.2,2023
Siddipet,Mirdoddi,30-Aug-23,0,21.8,31.1,2023
Siddipet,Mirdoddi,31-Aug-23,0,22,31.5,2023
Siddipet,Mirdoddi,01-Sep-23,0,24.1,32,2023
Siddipet,Mirdoddi,02-Sep-23,0,24.4,32.2,2023
Siddipet,Mirdoddi,03-Sep-23,9.1,23.5,32.7,2023
Siddipet,Mirdoddi,04-Sep-23,37.8,22.4,24.7,2023
Siddipet,Mirdoddi,05-Sep-23,61.3,22,25.4,2023
Siddipet,Mirdoddi,06-Sep-23,45.3,22.9,27.4,2023
Siddipet,Mirdoddi,07-Sep-23,13.2,22.7,26.8,2023
Siddipet,Mirdoddi,08-Sep-23,0,23.6,26.2,2023
Siddipet,Mirdoddi,09-Sep-23,0,23.1,28.1,2023
Siddipet,Mirdoddi,10-Sep-23,0,23.6,28,2023
Siddipet,Mirdoddi,11-Sep-23,9.3,22.4,25.8,2023
Siddipet,Mirdoddi,12-Sep-23,0,23.8,29.6,2023
Siddipet,Mirdoddi,13-Sep-23,0,23.1,28.7,2023
Siddipet,Mirdoddi,14-Sep-23,0,23.8,29.1,2023
Siddipet,Mirdoddi,15-Sep-23,0.4,23,27.7,2023
Siddipet,Mirdoddi,16-Sep-23,1.8,23.2,30.4,2023
Siddipet,Mirdoddi,17-Sep-23,0,21.5,31.2,2023
Siddipet,Mirdoddi,18-Sep-23,0,22.3,31.6,2023
Siddipet,Mirdoddi,19-Sep-23,0,22.4,32.2,2023
Siddipet,Mirdoddi,20-Sep-23,0,23.6,32.1,2023
Siddipet,Mirdoddi,21-Sep-23,25.9,23.1,32,2023
Siddipet,Mirdoddi,22-Sep-23,9.6,22.8,28.6,2023
Siddipet,Mirdoddi,23-Sep-23,0.4,22.4,27.1,2023
Siddipet,Mirdoddi,24-Sep-23,0,23.1,30.6,2023
Siddipet,Mirdoddi,25-Sep-23,31.4,22.9,30.7,2023
Siddipet,Mirdoddi,26-Sep-23,0,22.2,29.2,2023
Siddipet,Mirdoddi,27-Sep-23,0,23.1,29.5,2023
Siddipet,Mirdoddi,28-Sep-23,11.6,23.4,32.1,2023
Siddipet,Mirdoddi,29-Sep-23,0,23.5,32.3,2023
Siddipet,Mirdoddi,30-Sep-23,26.6,22.5,29.9,2023
